# This file contains the data of initial population
# of objectives = 1, # of constraints = 3, # of real_var = 9, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
4.945929e+00	-2.423038e-01	-2.662041e-01	-3.205344e-03	-5.255254e-01	-5.182621e-01	2.301074e-01	7.768768e-01	1.374860e-01	-7.339777e-01	1.282316e-01	2.263234e-01	-8.735080e-01	-5.117133e-01	1	1.929241e-02
5.807219e+00	-2.423038e-01	-2.662041e-01	-3.205344e-03	-9.469049e-01	-3.729567e-01	-2.699790e-01	3.876815e-01	9.548839e-01	-6.726237e-01	1.981491e-01	6.408097e-01	-6.688397e-01	-5.117133e-01	1	1.923633e-01
4.768862e+00	-2.423038e-01	-2.662041e-01	-3.205344e-03	3.640468e-02	5.860034e-01	9.701393e-01	8.272899e-01	-2.735207e-03	1.628967e-01	-6.074857e-01	2.895081e-01	9.247316e-01	-5.117133e-01	1	2.423249e-02
4.433655e+00	-2.423038e-01	-2.662041e-01	-3.205344e-03	-8.550531e-01	9.199113e-01	-6.650558e-01	6.017893e-01	4.322132e-01	-7.468966e-01	-7.257188e-01	6.742563e-01	4.600420e-01	-5.117133e-01	1	2.049641e-03
4.382318e+00	-2.423038e-01	-2.662041e-01	-3.205344e-03	-5.652125e-02	-8.131366e-01	-3.452474e-01	-1.981491e-01	9.787188e-01	-3.376795e-01	-6.689840e-01	-3.048452e-01	-3.367496e-01	-5.117133e-01	1	1.317507e-02
4.741644e+00	-2.423038e-01	-2.662041e-01	-3.205344e-03	7.877637e-01	8.045861e-01	9.041413e-01	-2.595031e-01	-6.933335e-01	-4.607329e-01	9.332294e-01	-3.622549e-01	8.659401e-01	-5.117133e-01	1	1.199230e-02
4.390873e+00	-2.423038e-01	-2.662041e-01	-3.205344e-03	4.226139e-02	-7.713655e-01	-4.417380e-02	-8.973795e-01	6.774440e-01	3.225436e-01	-5.863180e-02	-4.284292e-01	3.246411e-01	-5.117133e-01	1	2.658737e-03
5.168016e+00	-2.423038e-01	-2.662041e-01	-3.205344e-03	-9.256237e-01	9.647227e-01	-6.009950e-01	-3.074733e-01	2.916335e-01	-4.603874e-01	3.935630e-01	7.366684e-01	5.906634e-01	-5.117133e-01	1	3.715596e-02
4.710321e+00	-2.423038e-01	-2.662041e-01	-3.205344e-03	-2.702619e-01	4.673628e-02	-9.630901e-01	1.895448e-01	1.313247e-01	-9.701553e-01	3.502529e-01	6.087362e-02	-3.109460e-02	-5.117133e-01	1	9.366584e-03
4.026316e+00	-2.423038e-01	-2.662041e-01	-3.205344e-03	-9.576736e-01	-7.575328e-01	1.240069e-02	-3.395789e-01	-1.393576e-01	-7.153767e-02	-8.000952e-01	7.095336e-01	6.103698e-02	-5.117133e-01	1	4.873165e-03
4.280989e+00	-2.423038e-01	-2.662041e-01	-3.205344e-03	-7.490480e-01	-1.047700e-01	-8.848600e-01	4.082878e-01	-7.579496e-01	7.165715e-02	6.012778e-01	6.484185e-01	-3.736594e-01	-5.117133e-01	1	1.466624e-02
5.645936e+00	-2.423038e-01	-2.662041e-01	-3.205344e-03	-4.017811e-01	-3.267386e-01	8.742967e-01	3.902440e-01	2.457929e-01	5.703617e-01	8.909030e-01	-6.047221e-01	-1.464606e-01	-5.117133e-01	1	2.856900e-02
3.351406e+00	-2.423038e-01	-2.662041e-01	-3.205344e-03	-8.183810e-01	3.001722e-01	-2.440786e-01	-6.069131e-01	-3.835929e-01	7.159151e-02	-9.538618e-01	-5.435693e-01	9.163532e-01	-5.117133e-01	1	1.672868e-02
2.488898e+00	-2.423038e-01	-2.662041e-01	-3.205344e-03	8.323259e-01	-1.069344e-01	-2.022728e-01	4.410816e-02	-3.347071e-01	9.413936e-01	-2.796983e-01	8.623717e-01	-7.995806e-01	-5.117133e-01	1	1.794050e-01
2.847110e+00	-2.423038e-01	-2.662041e-01	-3.205344e-03	4.839452e-01	4.763746e-01	-8.539932e-01	-2.057331e-01	-7.222147e-01	5.572138e-01	1.686339e-01	7.607015e-01	-7.870159e-01	-5.117133e-01	1	3.096989e-02
3.847314e+00	-2.423038e-01	-2.662041e-01	-3.205344e-03	6.492395e-01	6.260601e-01	9.408092e-01	-3.857171e-01	-5.957884e-01	1.210908e-02	-6.324211e-01	-1.835320e-01	-7.366902e-01	-5.117133e-01	1	1.258366e-03
3.091392e+00	-2.423038e-01	-2.662041e-01	-3.205344e-03	2.068439e-01	-7.700629e-01	-8.262536e-01	-3.120138e-01	-6.203214e-01	-1.287622e-01	-8.826674e-01	-8.279560e-01	-5.196663e-01	-5.117133e-01	1	1.363980e-02
3.308175e+00	-2.423038e-01	-2.662041e-01	-3.205344e-03	8.039521e-01	-6.045239e-01	-6.829171e-01	-7.783899e-01	4.850915e-01	3.573776e-01	-7.583365e-01	-2.307822e-01	-8.726979e-02	-5.117133e-01	1	2.265962e-02
3.389837e+00	-2.423038e-01	-2.662041e-01	-3.205344e-03	7.774073e-01	-7.119369e-01	-6.116576e-01	5.766189e-01	-6.469028e-01	8.647476e-01	8.162012e-01	-7.173157e-01	2.283671e-01	-5.117133e-01	1	1.177095e-02
3.116559e+00	-2.423038e-01	-2.662041e-01	-3.205344e-03	4.526473e-01	-9.781722e-01	-3.196055e-01	-1.279358e-01	-8.150408e-01	-8.625584e-01	-6.751744e-01	5.452889e-01	9.788093e-01	-5.117133e-01	1	2.147449e-02
3.660676e+00	-2.423038e-01	-2.662041e-01	-3.205344e-03	9.988538e-01	-8.810031e-01	9.043433e-01	-9.749509e-01	3.650551e-01	6.988659e-01	3.912265e-01	4.726384e-01	8.246416e-01	-5.117133e-01	1	1.902513e-02
3.740012e+00	-2.423038e-01	-2.662041e-01	-3.205344e-03	-9.273794e-01	2.729629e-01	-9.239385e-01	-2.019182e-01	-8.784727e-01	7.837420e-01	-8.506834e-02	-2.053598e-01	5.829153e-01	-5.117133e-01	1	1.138040e-02
4.064332e+00	-2.423038e-01	-2.662041e-01	-3.205344e-03	-6.652203e-01	-9.550221e-01	-9.636951e-01	-6.368394e-01	-1.656102e-01	-1.075715e-01	-8.815211e-01	-9.469530e-01	-4.240096e-01	-5.117133e-01	1	2.241761e-02
1.780959e+00	-2.423038e-01	-2.662041e-01	-3.205344e-03	7.789029e-01	3.042095e-02	-3.817830e-01	-1.696164e-01	-9.875469e-01	5.327360e-01	-8.309571e-01	4.962549e-01	-1.633313e-01	-5.117133e-01	1	1.000000e+14
3.838121e+00	-2.423038e-01	-2.662041e-01	-3.205344e-03	6.558800e-01	-4.956789e-01	4.734108e-01	-2.180212e-01	-2.298180e-01	5.299680e-01	7.712233e-01	-7.536206e-01	-1.347935e-01	-5.117133e-01	1	2.807928e-03
4.995647e+00	-2.423038e-01	-2.662041e-01	-3.205344e-03	-3.817425e-01	1.293993e-01	-4.380843e-01	-1.809828e-01	6.089688e-01	-6.414614e-01	2.944047e-01	-7.292809e-02	1.484256e-01	-5.117133e-01	1	3.391272e-03
3.693891e+00	-2.423038e-01	-2.662041e-01	-3.205344e-03	9.864007e-01	-4.137391e-01	7.353004e-01	-4.712058e-01	-4.716136e-01	-3.614003e-01	7.353465e-01	-3.168266e-02	-6.487691e-01	-5.117133e-01	1	9.104934e-03
3.897610e+00	-2.423038e-01	-2.662041e-01	-3.205344e-03	2.906418e-01	-4.972191e-01	-4.539064e-01	2.685849e-02	8.751479e-01	-8.146449e-02	-7.033259e-01	6.652409e-01	2.099960e-02	-5.117133e-01	1	3.204573e-02
3.240791e+00	-2.423038e-01	-2.662041e-01	-3.205344e-03	5.157625e-01	-5.639909e-01	6.777663e-01	6.875591e-02	9.073178e-01	7.440029e-01	-8.679218e-01	4.667861e-01	-1.593100e-01	-5.117133e-01	1	1.948664e-02
